147	会社 	かいしゃ 	n 	company, corporation	people occupation
54	医者 	いしゃ 	n 	doctor (medical)	people occupation
157	学生 	がくせい 	n 	student	people occupation
348	生徒 	せいと 	n 	pupil	people occupation
708	留学生 	りゅうがくせい 	n 	overseas student	people occupation
218	薬 	くすり 	n 	medicine	people occupation
235	警官 	けいかん 	n 	policeman	people occupation
134		おまわりさん 	n 	policeman (friendly term)	people occupation
661	村 	むら 	n	village	place
198	喫茶店 	きっさてん 	n 	coffee lounge	place
375	大使館 	たいしかん 	n 	embassy	place
169	学校 	がっこう 	n 	school	place
509	庭 	にわ 	n 	garden	place
391	建物 	たてもの 	n 	building	place
462	所 	ところ 	n 	place	place
241	玄関 	げんかん 	n 	entrance-way, entry hall	place
634	町 	まち 	n 	town, city	place
603	辺 	へん 	n 	area, vicinity	place
323	食堂 	しょくどう 	n 	cafeteria, dining hall	place
583		プール 	n 	swimming pool	place
613		ポスト 	n 	post	place
33		アパート 	n, adv 	apartment (abbr)	place
646	店 	みせ 	n, n-suf 	store, shop, establishment	place
672	門 	もん 	n, n-suf 	gate	place
247	交差点 	こうさてん 	n 	intersection	place city
249	交番 	こうばん 	n 	police box	place city
246	公園 	こうえん 	n 	(public) park	place city
464	図書館 	としょかん 	n 	library	place city
408	地下鉄 	ちかてつ 	n 	underground train, subway	place city
374	大学 	だいがく 	n 	university	place city
531	橋 	はし 	n 	bridge	place city
575	病院 	びょういん 	n 	hospital	place city
648	道 	みち 	n 	road, street	place city
686	郵便局 	ゆうびんきょく 	n 	post office	place city
215	銀行 	ぎんこう 	n 	bank	place city
93	駅 	えき 	n 	station	place city
438		デパート 	n 	department store	place city
616		ホテル 	n 	hotel	place city
99	多い 	おおい 	adj 	many	quantity
334	少ない 	すくない 	adj 	a few, scarce	quantity
52		いくら 	adv, n 	how much?, how many?	quantity
414		ちょうど 	gn 	just, right, exactly	quantity
385		たくさん 	na-adj, adv, n 	many, a lot, much	quantity
37		あまり 	na-adj, adv, n, n-suf 	not very, not much	quantity
228		～くらい/ぐらい 	suf 	approximate (quantity)	quantity
678	安い 	やすい 	adj 	cheap, inexpensive	shop
383	高い 	たかい 	adj 	expensive	shop
95	～円 	～えん 	n 	yen (currency)	shop
105	お金 	おかね 	n 	money	shop
675	八百屋 	やおや 	n 	greengrocer	shop
674	屋 	～や 	n 	～ shop	shop
149	買い物 	かいもの 	n 	shopping	shop
85	売る 	うる 	u-v 	to sell	shop
150	買う 	かう 	u-v 	to buy	shop
641	万年筆 	まんねんひつ 	n 	fountain pen	stationery
199	切手 	きって 	n 	stamp (eg. postage)	stationery
582	封筒 	ふうとう 	n 	envelope	stationery
433	手紙 	てがみ 	n 	letter	stationery
176	紙 	かみ 	n 	paper	stationery
528	葉書 	はがき 	n 	postcard	stationery
96	鉛筆 	えんぴつ 	n 	pencil	stationery
517		ノート 	n 	notebook, exercise book	stationery
604		ペン 	n 	pen	stationery
609		ボールペン 	n 	ball-point pen	stationery
677	易しい 	やさしい 	adj 	easy, plain, simple	study
659	難しい 	むずかしい 	adj 	difficult	study
281	作文 	さくぶん 	n 	composition, writing	study
673	問題 	もんだい 	n 	problem, question	study
306	字引 	じびき 	n 	dictionary	study
319	宿題 	しゅくだい 	n 	homework	study
577	平仮名 	ひらがな 	n 	hiragana	study
617	本 	ほん 	n 	book	study
189	漢字 	かんじ 	n 	kanji, Chinese character	study
167	片仮名 	かたかな 	n 	katakana	study
91	英語 	えいご 	n 	the English language	study
263	言葉 	ことば 	n 	word	study
298	辞書 	じしょ 	n 	dictionary	study
598		ページ 	n 	page	study
245	～語 	～ご 	n, n-suf 	word, language	study
605	勉強 	べんきょう（する） 	n, vs 	study, diligence	study
68	意味 	いみ 	n, vs 	meaning	study
302	質問 	しつもん 	n, vs 	question, inquiry	study
722	忘れる 	わすれる 	ru-v 	to forget	study verbs
258	答える 	こたえる 	ru-v 	to answer, to reply	study verbs
133	覚える 	おぼえる 	ru-v 	to remember, to memorize	study verbs
597	文章 	ぶんしょう 	suf 	sentence, text	study verbs
721	分かる 	わかる 	u-v 	to understand	study verbs
156	書く 	かく 	u-v 	to write	study verbs
324	知る 	しる 	u-v 	to know, to understand	study verbs
496	習う 	ならう 	u-v 	to learn	study verbs
59	一日 	いちにち 	n 	1 day (duration)	time
